"text","title"
"physic in it.”","Great Expectations"
"","Great Expectations"
"“Why?”","Great Expectations"
"","Great Expectations"
"“_I_ know why,” said the Jack. He spoke in a slushy voice, as if much","Great Expectations"
"mud had washed into his throat.","Great Expectations"
"","Great Expectations"
"“He thinks,” said the landlord, a weakly meditative man with a pale","Great Expectations"
"eye, who seemed to rely greatly on his Jack,—“he thinks they was, what","Great Expectations"
"they wasn’t.”","Great Expectations"
"","Great Expectations"
"“_I_ knows what I thinks,” observed the Jack.","Great Expectations"
"","Great Expectations"
"“_You_ thinks Custom ’Us, Jack?” said the landlord.","Great Expectations"
"","Great Expectations"
"“I do,” said the Jack.","Great Expectations"
"","Great Expectations"
"“Then you’re wrong, Jack.”","Great Expectations"
"","Great Expectations"
"“AM I!”","Great Expectations"
"","Great Expectations"
"In the infinite meaning of his reply and his boundless confidence in","Great Expectations"
"his views, the Jack took one of his bloated shoes off, looked into it,","Great Expectations"
"knocked a few stones out of it on the kitchen floor, and put it on","Great Expectations"
"again. He did this with the air of a Jack who was so right that he","Great Expectations"
"could afford to do anything.","Great Expectations"
"","Great Expectations"
"“Why, what do you make out that they done with their buttons then,","Great Expectations"
"Jack?” asked the landlord, vacillating weakly.","Great Expectations"
"","Great Expectations"
"“Done with their buttons?” returned the Jack. “Chucked ’em overboard.","Great Expectations"
"Swallered ’em. Sowed ’em, to come up small salad. Done with their","Great Expectations"
"buttons!”","Great Expectations"
"","Great Expectations"
"“Don’t be cheeky, Jack,” remonstrated the landlord, in a melancholy and","Great Expectations"
"pathetic way.","Great Expectations"
"","Great Expectations"
"“A Custom ’Us officer knows what to do with his Buttons,” said the","Great Expectations"
"Jack, repeating the obnoxious word with the greatest contempt, “when","Great Expectations"
"they comes betwixt him and his own light. A four and two sitters don’t","Great Expectations"
"go hanging and hovering, up with one tide and down with another, and","Great Expectations"
"both with and against another, without there being Custom ’Us at the","Great Expectations"
"bottom of it.” Saying which he went out in disdain; and the landlord,","Great Expectations"
"having no one to reply upon, found it impracticable to pursue the","Great Expectations"
"subject.","Great Expectations"
"","Great Expectations"
"This dialogue made us all uneasy, and me very uneasy. The dismal wind","Great Expectations"
"was muttering round the house, the tide was flapping at the shore, and","Great Expectations"
"I had a feeling that we were caged and threatened. A four-oared galley","Great Expectations"
"hovering about in so unusual a way as to attract this notice was an","Great Expectations"
"ugly circumstance that I could not get rid of. When I had induced","Great Expectations"
"Provis to go up to bed, I went outside with my two companions (Startop","Great Expectations"
"by this time knew the state of the case), and held another council.","Great Expectations"
"Whether we should remain at the house until near the steamer’s time,","Great Expectations"
"which would be about one in the afternoon, or whether we should put off","Great Expectations"
"early in the morning, was the question we discussed. On the whole we","Great Expectations"
"deemed it the better course to lie where we were, until within an hour","Great Expectations"
"or so of the steamer’s time, and then to get out in her track, and","Great Expectations"
"drift easily with the tide. Having settled to do this, we returned into","Great Expectations"
"the house and went to bed.","Great Expectations"
"","Great Expectations"
"I lay down with the greater part of my clothes on, and slept well for a","Great Expectations"
"few hours. When I awoke, the wind had risen, and the sign of the house","Great Expectations"
"(the Ship) was creaking and banging about, with noises that startled","Great Expectations"
"me. Rising softly, for my charge lay fast asleep, I looked out of the","Great Expectations"
"window. It commanded the causeway where we had hauled up our boat, and,","Great Expectations"
"as my eyes adapted themselves to the light of the clouded moon, I saw","Great Expectations"
"two men looking into her. They passed by under the window, looking at","Great Expectations"
"nothing else, and they did not go down to the landing-place which I","Great Expectations"
"could discern to be empty, but struck across the marsh in the direction","Great Expectations"
"of the Nore.","Great Expectations"
"","Great Expectations"
"My first impulse was to call up Herbert, and show him the two men going","Great Expectations"
"away. But reflecting, before I got into his room, which was at the back","Great Expectations"
"of the house and adjoined mine, that he and Startop had had a harder","Great Expectations"
"day than I, and were fatigued, I forbore. Going back to my window, I","Great Expectations"
"could see the two men moving over the marsh. In that light, however, I","Great Expectations"
"soon lost them, and, feeling very cold, lay down to think of the","Great Expectations"
"matter, and fell asleep again.","Great Expectations"
"","Great Expectations"
"We were up early. As we walked to and fro, all four together, before","Great Expectations"
"breakfast, I deemed it right to recount what I had seen. Again our","Great Expectations"
"charge was the least anxious of the party. It was very likely that the","Great Expectations"
"men belonged to the Custom House, he said quietly, and that they had no","Great Expectations"
"thought of us. I tried to persuade myself that it was so,—as, indeed,","Great Expectations"
"it might easily be. However, I proposed that he and I should walk away","Great Expectations"
"together to a distant point we could see, and that the boat should take","Great Expectations"
"us aboard there, or as near there as might prove feasible, at about","Great Expectations"
"noon. This being considered a good precaution, soon after breakfast he","Great Expectations"
"and I set forth, without saying anything at the tavern.","Great Expectations"
"","Great Expectations"
"He smoked his pipe as we went along, and sometimes stopped to clap me","Great Expectations"
"on the shoulder. One would have supposed that it was I who was in","Great Expectations"
"danger, not he, and that he was reassuring me. We spoke very little. As","Great Expectations"
"we approached the point, I begged him to remain in a sheltered place,","Great Expectations"
"while I went on to reconnoitre; for it was towards it that the men had","Great Expectations"
"passed in the night. He complied, and I went on alone. There was no","Great Expectations"
"boat off the point, nor any boat drawn up anywhere near it, nor were","Great Expectations"
"there any signs of the men having embarked there. But, to be sure, the","Great Expectations"
"tide was high, and there might have been some footprints under water.","Great Expectations"
"","Great Expectations"
"When he looked out from his shelter in the distance, and saw that I","Great Expectations"
"waved my hat to him to come up, he rejoined me, and there we waited;","Great Expectations"
"sometimes lying on the bank, wrapped in our coats, and sometimes moving","Great Expectations"
"about to warm ourselves, until we saw our boat coming round. We got","Great Expectations"
"aboard easily, and rowed out into the track of the steamer. By that","Great Expectations"
"time it wanted but ten minutes of one o’clock, and we began to look out","Great Expectations"
"for her smoke.","Great Expectations"
"","Great Expectations"
"But, it was half-past one before we saw her smoke, and soon afterwards","Great Expectations"
"we saw behind it the smoke of another steamer. As they were coming on","Great Expectations"
"at full speed, we got the two bags ready, and took that opportunity of","Great Expectations"
"saying good-bye to Herbert and Startop. We had all shaken hands","Great Expectations"
"cordially, and neither Herbert’s eyes nor mine were quite dry, when I","Great Expectations"
"saw a four-oared galley shoot out from under the bank but a little way","Great Expectations"
"ahead of us, and row out into the same track.","Great Expectations"
"","Great Expectations"
"A stretch of shore had been as yet between us and the steamer’s smoke,","Great Expectations"
"by reason of the bend and wind of the river; but now she was visible,","Great Expectations"
"coming head on. I called to Herbert and Startop to keep before the","Great Expectations"
"tide, that she might see us lying by for her, and I adjured Provis to","Great Expectations"
"sit quite still, wrapped in his cloak. He answered cheerily, “Trust to","Great Expectations"
"me, dear boy,” and sat like a statue. Meantime the galley, which was","Great Expectations"
"very skilfully handled, had crossed us, let us come up with her, and","Great Expectations"
"fallen alongside. Leaving just room enough for the play of the oars,","Great Expectations"
"she kept alongside, drifting when we drifted, and pulling a stroke or","Great Expectations"
"two when we pulled. Of the two sitters one held the rudder-lines, and","Great Expectations"
"looked at us attentively,—as did all the rowers; the other sitter was","Great Expectations"
"wrapped up, much as Provis was, and seemed to shrink, and whisper some","Great Expectations"
"instruction to the steerer as he looked at us. Not a word was spoken in","Great Expectations"
"either boat.","Great Expectations"
"","Great Expectations"
"Startop could make out, after a few minutes, which steamer was first,","Great Expectations"
"and gave me the word “Hamburg,” in a low voice, as we sat face to face.","Great Expectations"
"She was nearing us very fast, and the beating of her peddles grew","Great Expectations"
"louder and louder. I felt as if her shadow were absolutely upon us,","Great Expectations"
"when the galley hailed us. I answered.","Great Expectations"
"","Great Expectations"
"“You have a returned Transport there,” said the man who held the lines.","Great Expectations"
"“That’s the man, wrapped in the cloak. His name is Abel Magwitch,","Great Expectations"
"otherwise Provis. I apprehend that man, and call upon him to surrender,","Great Expectations"
"and you to assist.”","Great Expectations"
"","Great Expectations"
"At the same moment, without giving any audible direction to his crew,","Great Expectations"
"he ran the galley abroad of us. They had pulled one sudden stroke","Great Expectations"
"ahead, had got their oars in, had run athwart us, and were holding on","Great Expectations"
"to our gunwale, before we knew what they were doing. This caused great","Great Expectations"
"confusion on board the steamer, and I heard them calling to us, and","Great Expectations"
"heard the order given to stop the paddles, and heard them stop, but","Great Expectations"
"felt her driving down upon us irresistibly. In the same moment, I saw","Great Expectations"
"the steersman of the galley lay his hand on his prisoner’s shoulder,","Great Expectations"
"and saw that both boats were swinging round with the force of the tide,","Great Expectations"
"and saw that all hands on board the steamer were running forward quite","Great Expectations"
"frantically. Still, in the same moment, I saw the prisoner start up,","Great Expectations"
"lean across his captor, and pull the cloak from the neck of the","Great Expectations"
"shrinking sitter in the galley. Still in the same moment, I saw that","Great Expectations"
"the face disclosed, was the face of the other convict of long ago.","Great Expectations"
"Still, in the same moment, I saw the face tilt backward with a white","Great Expectations"
"terror on it that I shall never forget, and heard a great cry on board","Great Expectations"
"the steamer, and a loud splash in the water, and felt the boat sink","Great Expectations"
"from under me.","Great Expectations"
"","Great Expectations"
"It was but for an instant that I seemed to struggle with a thousand","Great Expectations"
"mill-weirs and a thousand flashes of light; that instant past, I was","Great Expectations"
"taken on board the galley. Herbert was there, and Startop was there;","Great Expectations"
"but our boat was gone, and the two convicts were gone.","Great Expectations"
"","Great Expectations"
"What with the cries aboard the steamer, and the furious blowing off of","Great Expectations"
"her steam, and her driving on, and our driving on, I could not at first","Great Expectations"
"distinguish sky from water or shore from shore; but the crew of the","Great Expectations"
"galley righted her with great speed, and, pulling certain swift strong","Great Expectations"
"strokes ahead, lay upon their oars, every man looking silently and","Great Expectations"
"eagerly at the water astern. Presently a dark object was seen in it,","Great Expectations"
"bearing towards us on the tide. No man spoke, but the steersman held up","Great Expectations"
"his hand, and all softly backed water, and kept the boat straight and","Great Expectations"
"true before it. As it came nearer, I saw it to be Magwitch, swimming,","Great Expectations"
"but not swimming freely. He was taken on board, and instantly manacled","Great Expectations"
"at the wrists and ankles.","Great Expectations"
"","Great Expectations"
"The galley was kept steady, and the silent, eager look-out at the water","Great Expectations"
"was resumed. But, the Rotterdam steamer now came up, and apparently not","Great Expectations"
"understanding what had happened, came on at speed. By the time she had","Great Expectations"
"been hailed and stopped, both steamers were drifting away from us, and","Great Expectations"
"we were rising and falling in a troubled wake of water. The look-out","Great Expectations"
"was kept, long after all was still again and the two steamers were","Great Expectations"
"gone; but everybody knew that it was hopeless now.","Great Expectations"
"","Great Expectations"
"At length we gave it up, and pulled under the shore towards the tavern","Great Expectations"
"we had lately left, where we were received with no little surprise.","Great Expectations"
"Here I was able to get some comforts for Magwitch,—Provis no","Great Expectations"
"longer,—who had received some very severe injury in the chest, and a","Great Expectations"
"deep cut in the head.","Great Expectations"
"","Great Expectations"
"He told me that he believed himself to have gone under the keel of the","Great Expectations"
"steamer, and to have been struck on the head in rising. The injury to","Great Expectations"
"his chest (which rendered his breathing extremely painful) he thought","Great Expectations"
"he had received against the side of the galley. He added that he did","Great Expectations"
"not pretend to say what he might or might not have done to Compeyson,","Great Expectations"
"but that, in the moment of his laying his hand on his cloak to identify","Great Expectations"
"him, that villain had staggered up and staggered back, and they had","Great Expectations"
"both gone overboard together, when the sudden wrenching of him","Great Expectations"
"(Magwitch) out of our boat, and the endeavour of his captor to keep him","Great Expectations"
"in it, had capsized us. He told me in a whisper that they had gone down","Great Expectations"
"fiercely locked in each other’s arms, and that there had been a","Great Expectations"
"struggle under water, and that he had disengaged himself, struck out,","Great Expectations"
"and swum away.","Great Expectations"
"","Great Expectations"
"I never had any reason to doubt the exact truth of what he thus told","Great Expectations"
"me. The officer who steered the galley gave the same account of their","Great Expectations"
"going overboard.","Great Expectations"
"","Great Expectations"
"When I asked this officer’s permission to change the prisoner’s wet","Great Expectations"
"clothes by purchasing any spare garments I could get at the","Great Expectations"
"public-house, he gave it readily: merely observing that he must take","Great Expectations"
"charge of everything his prisoner had about him. So the pocket-book","Great Expectations"
"which had once been in my hands passed into the officer’s. He further","Great Expectations"
"gave me leave to accompany the prisoner to London; but declined to","Great Expectations"
"accord that grace to my two friends.","Great Expectations"
"","Great Expectations"
"The Jack at the Ship was instructed where the drowned man had gone","Great Expectations"
"down, and undertook to search for the body in the places where it was","Great Expectations"
"likeliest to come ashore. His interest in its recovery seemed to me to","Great Expectations"
"be much heightened when he heard that it had stockings on. Probably, it","Great Expectations"
"took about a dozen drowned men to fit him out completely; and that may","Great Expectations"
"have been the reason why the different articles of his dress were in","Great Expectations"
"various stages of decay.","Great Expectations"
"","Great Expectations"
"We remained at the public-house until the tide turned, and then","Great Expectations"
"Magwitch was carried down to the galley and put on board. Herbert and","Great Expectations"
"Startop were to get to London by land, as soon as they could. We had a","Great Expectations"
"doleful parting, and when I took my place by Magwitch’s side, I felt","Great Expectations"
"that that was my place henceforth while he lived.","Great Expectations"
"","Great Expectations"
"For now, my repugnance to him had all melted away; and in the hunted,","Great Expectations"
"wounded, shackled creature who held my hand in his, I only saw a man","Great Expectations"
"who had meant to be my benefactor, and who had felt affectionately,","Great Expectations"
"gratefully, and generously, towards me with great constancy through a","Great Expectations"
"series of years. I only saw in him a much better man than I had been to","Great Expectations"
"Joe.","Great Expectations"
"","Great Expectations"
"His breathing became more difficult and painful as the night drew on,","Great Expectations"
"and often he could not repress a groan. I tried to rest him on the arm","Great Expectations"
"I could use, in any easy position; but it was dreadful to think that I","Great Expectations"
"could not be sorry at heart for his being badly hurt, since it was","Great Expectations"
"unquestionably best that he should die. That there were, still living,","Great Expectations"
"people enough who were able and willing to identify him, I could not","Great Expectations"
"doubt. That he would be leniently treated, I could not hope. He who had","Great Expectations"
"been presented in the worst light at his trial, who had since broken","Great Expectations"
"prison and had been tried again, who had returned from transportation","Great Expectations"
"under a life sentence, and who had occasioned the death of the man who","Great Expectations"
"was the cause of his arrest.","Great Expectations"
"","Great Expectations"
"As we returned towards the setting sun we had yesterday left behind us,","Great Expectations"
"and as the stream of our hopes seemed all running back, I told him how","Great Expectations"
"grieved I was to think that he had come home for my sake.","Great Expectations"
"","Great Expectations"
"“Dear boy,” he answered, “I’m quite content to take my chance. I’ve","Great Expectations"
"seen my boy, and he can be a gentleman without me.”","Great Expectations"
"","Great Expectations"
"No. I had thought about that, while we had been there side by side. No.","Great Expectations"
"Apart from any inclinations of my own, I understood Wemmick’s hint now.","Great Expectations"
"I foresaw that, being convicted, his possessions would be forfeited to","Great Expectations"
"the Crown.","Great Expectations"
"","Great Expectations"
"“Lookee here, dear boy,” said he “It’s best as a gentleman should not","Great Expectations"
"be knowed to belong to me now. Only come to see me as if you come by","Great Expectations"
"chance alonger Wemmick. Sit where I can see you when I am swore to, for","Great Expectations"
"the last o’ many times, and I don’t ask no more.”","Great Expectations"
"","Great Expectations"
"“I will never stir from your side,” said I, “when I am suffered to be","Great Expectations"
"near you. Please God, I will be as true to you as you have been to me!”","Great Expectations"
"","Great Expectations"
"I felt his hand tremble as it held mine, and he turned his face away as","Great Expectations"
"he lay in the bottom of the boat, and I heard that old sound in his","Great Expectations"
"throat,—softened now, like all the rest of him. It was a good thing","Great Expectations"
"that he had touched this point, for it put into my mind what I might","Great Expectations"
"not otherwise have thought of until too late,—that he need never know","Great Expectations"
"how his hopes of enriching me had perished.","Great Expectations"
"","Great Expectations"
"","Great Expectations"
"","Great Expectations"
"","Great Expectations"
"Chapter LV.","Great Expectations"
"","Great Expectations"
"","Great Expectations"
"He was taken to the Police Court next day, and would have been","Great Expectations"
"immediately committed for trial, but that it was necessary to send down","Great Expectations"
"for an old officer of the prison-ship from which he had once escaped,","Great Expectations"
"to speak to his identity. Nobody doubted it; but Compeyson, who had","Great Expectations"
"meant to depose to it, was tumbling on the tides, dead, and it happened","Great Expectations"
"that there was not at that time any prison officer in London who could","Great Expectations"
"give the required evidence. I had gone direct to Mr. Jaggers at his","Great Expectations"
"private house, on my arrival over night, to retain his assistance, and","Great Expectations"
"Mr. Jaggers on the prisoner’s behalf would admit nothing. It was the","Great Expectations"
"sole resource; for he told me that the case must be over in five","Great Expectations"
"minutes when the witness was there, and that no power on earth could","Great Expectations"
"prevent its going against us.","Great Expectations"
"","Great Expectations"
"I imparted to Mr. Jaggers my design of keeping him in ignorance of the","Great Expectations"
"fate of his wealth. Mr. Jaggers was querulous and angry with me for","Great Expectations"
"having “let it slip through my fingers,” and said we must memorialise","Great Expectations"
"by and by, and try at all events for some of it. But he did not conceal","Great Expectations"
"from me that, although there might be many cases in which the","Great Expectations"
"forfeiture would not be exacted, there were no circumstances in this","Great Expectations"
"case to make it one of them. I understood that very well. I was not","Great Expectations"
"related to the outlaw, or connected with him by any recognisable tie;","Great Expectations"
"he had put his hand to no writing or settlement in my favour before his","Great Expectations"
"apprehension, and to do so now would be idle. I had no claim, and I","Great Expectations"
"finally resolved, and ever afterwards abided by the resolution, that my","Great Expectations"
"heart should never be sickened with the hopeless task of attempting to","Great Expectations"
"establish one.","Great Expectations"
"","Great Expectations"
"There appeared to be reason for supposing that the drowned informer had","Great Expectations"
"hoped for a reward out of this forfeiture, and had obtained some","Great Expectations"
"accurate knowledge of Magwitch’s affairs. When his body was found, many","Great Expectations"
"miles from the scene of his death, and so horribly disfigured that he","Great Expectations"
"was only recognisable by the contents of his pockets, notes were still","Great Expectations"
"legible, folded in a case he carried. Among these were the name of a","Great Expectations"
"banking-house in New South Wales, where a sum of money was, and the","Great Expectations"
"designation of certain lands of considerable value. Both these heads of","Great Expectations"
"information were in a list that Magwitch, while in prison, gave to Mr.","Great Expectations"
"Jaggers, of the possessions he supposed I should inherit. His","Great Expectations"
"ignorance, poor fellow, at last served him; he never mistrusted but","Great Expectations"
"that my inheritance was quite safe, with Mr. Jaggers’s aid.","Great Expectations"
"","Great Expectations"
"After three days’ delay, during which the crown prosecution stood over","Great Expectations"
"for the production of the witness from the prison-ship, the witness","Great Expectations"
"came, and completed the easy case. He was committed to take his trial","Great Expectations"
"at the next Sessions, which would come on in a month.","Great Expectations"
"","Great Expectations"
"It was at this dark time of my life that Herbert returned home one","Great Expectations"
"evening, a good deal cast down, and said,—","Great Expectations"
"","Great Expectations"
"“My dear Handel, I fear I shall soon have to leave you.”","Great Expectations"
"","Great Expectations"
"His partner having prepared me for that, I was less surprised than he","Great Expectations"
"thought.","Great Expectations"
"","Great Expectations"
"“We shall lose a fine opportunity if I put off going to Cairo, and I am","Great Expectations"
"very much afraid I must go, Handel, when you most need me.”","Great Expectations"
"","Great Expectations"
"“Herbert, I shall always need you, because I shall always love you; but","Great Expectations"
"my need is no greater now than at another time.”","Great Expectations"
"","Great Expectations"
"“You will be so lonely.”","Great Expectations"
"","Great Expectations"
"“I have not leisure to think of that,” said I. “You know that I am","Great Expectations"
"always with him to the full extent of the time allowed, and that I","Great Expectations"
"should be with him all day long, if I could. And when I come away from","Great Expectations"
"him, you know that my thoughts are with him.”","Great Expectations"
"","Great Expectations"
"The dreadful condition to which he was brought, was so appalling to","Great Expectations"
"both of us, that we could not refer to it in plainer words.","Great Expectations"
"","Great Expectations"
"“My dear fellow,” said Herbert, “let the near prospect of our","Great Expectations"
"separation—for, it is very near—be my justification for troubling you","Great Expectations"
"about yourself. Have you thought of your future?”","Great Expectations"
"","Great Expectations"
"“No, for I have been afraid to think of any future.”","Great Expectations"
"","Great Expectations"
"“But yours cannot be dismissed; indeed, my dear dear Handel, it must","Great Expectations"
"not be dismissed. I wish you would enter on it now, as far as a few","Great Expectations"
"friendly words go, with me.”","Great Expectations"
"","Great Expectations"
"“I will,” said I.","Great Expectations"
"","Great Expectations"
"“In this branch house of ours, Handel, we must have a—”","Great Expectations"
"","Great Expectations"
"I saw that his delicacy was avoiding the right word, so I said, “A","Great Expectations"
"clerk.”","Great Expectations"
"","Great Expectations"
"“A clerk. And I hope it is not at all unlikely that he may expand (as a","Great Expectations"
"clerk of your acquaintance has expanded) into a partner. Now,","Great Expectations"
"Handel,—in short, my dear boy, will you come to me?”","Great Expectations"
"","Great Expectations"
"There was something charmingly cordial and engaging in the manner in","Great Expectations"
"which after saying “Now, Handel,” as if it were the grave beginning of","Great Expectations"
"a portentous business exordium, he had suddenly given up that tone,","Great Expectations"
"stretched out his honest hand, and spoken like a schoolboy.","Great Expectations"
"","Great Expectations"
"“Clara and I have talked about it again and again,” Herbert pursued,","Great Expectations"
"“and the dear little thing begged me only this evening, with tears in","Great Expectations"
"her eyes, to say to you that, if you will live with us when we come","Great Expectations"
"together, she will do her best to make you happy, and to convince her","Great Expectations"
"husband’s friend that he is her friend too. We should get on so well,","Great Expectations"
"Handel!”","Great Expectations"
"","Great Expectations"
"I thanked her heartily, and I thanked him heartily, but said I could","Great Expectations"
"not yet make sure of joining him as he so kindly offered. Firstly, my","Great Expectations"
"mind was too preoccupied to be able to take in the subject clearly.","Great Expectations"
"Secondly,—Yes! Secondly, there was a vague something lingering in my","Great Expectations"
"thoughts that will come out very near the end of this slight narrative.","Great Expectations"
"","Great Expectations"
"“But if you thought, Herbert, that you could, without doing any injury","Great Expectations"
"to your business, leave the question open for a little while—”","Great Expectations"
"","Great Expectations"
"“For any while,” cried Herbert. “Six months, a year!”","Great Expectations"
"","Great Expectations"
"“Not so long as that,” said I. “Two or three months at most.”","Great Expectations"
"","Great Expectations"
"Herbert was highly delighted when we shook hands on this arrangement,","Great Expectations"
"and said he could now take courage to tell me that he believed he must","Great Expectations"
"go away at the end of the week.","Great Expectations"
"","Great Expectations"
"“And Clara?” said I.","Great Expectations"
"","Great Expectations"
"“The dear little thing,” returned Herbert, “holds dutifully to her","Great Expectations"
"father as long as he lasts; but he won’t last long. Mrs. Whimple","Great Expectations"
"confides to me that he is certainly going.”","Great Expectations"
"","Great Expectations"
"“Not to say an unfeeling thing,” said I, “he cannot do better than go.”","Great Expectations"
"","Great Expectations"
"“I am afraid that must be admitted,” said Herbert; “and then I shall","Great Expectations"
"come back for the dear little thing, and the dear little thing and I","Great Expectations"
"will walk quietly into the nearest church. Remember! The blessed","Great Expectations"
"darling comes of no family, my dear Handel, and never looked into the","Great Expectations"
"red book, and hasn’t a notion about her grandpapa. What a fortune for","Great Expectations"
"the son of my mother!”","Great Expectations"
"","Great Expectations"
"On the Saturday in that same week, I took my leave of Herbert,—full of","Great Expectations"
"bright hope, but sad and sorry to leave me,—as he sat on one of the","Great Expectations"
"seaport mail coaches. I went into a coffee-house to write a little note","Great Expectations"
"to Clara, telling her he had gone off, sending his love to her over and","Great Expectations"
"over again, and then went to my lonely home,—if it deserved the name;","Great Expectations"
"for it was now no home to me, and I had no home anywhere.","Great Expectations"
"","Great Expectations"
"On the stairs I encountered Wemmick, who was coming down, after an","Great Expectations"
"unsuccessful application of his knuckles to my door. I had not seen him","Great Expectations"
"alone since the disastrous issue of the attempted flight; and he had","Great Expectations"
"come, in his private and personal capacity, to say a few words of","Great Expectations"
"explanation in reference to that failure.","Great Expectations"
"","Great Expectations"
"“The late Compeyson,” said Wemmick, “had by little and little got at","Great Expectations"
"the bottom of half of the regular business now transacted; and it was","Great Expectations"
"from the talk of some of his people in trouble (some of his people","Great Expectations"
"being always in trouble) that I heard what I did. I kept my ears open,","Great Expectations"
"seeming to have them shut, until I heard that he was absent, and I","Great Expectations"
"thought that would be the best time for making the attempt. I can only","Great Expectations"
"suppose now, that it was a part of his policy, as a very clever man,","Great Expectations"
"habitually to deceive his own instruments. You don’t blame me, I hope,","Great Expectations"
"Mr. Pip? I am sure I tried to serve you, with all my heart.”","Great Expectations"
"","Great Expectations"
"“I am as sure of that, Wemmick, as you can be, and I thank you most","Great Expectations"
"earnestly for all your interest and friendship.”","Great Expectations"
"","Great Expectations"
"“Thank you, thank you very much. It’s a bad job,” said Wemmick,","Great Expectations"
"scratching his head, “and I assure you I haven’t been so cut up for a","Great Expectations"
"long time. What I look at is the sacrifice of so much portable","Great Expectations"
"property. Dear me!”","Great Expectations"
"","Great Expectations"
"“What _I_ think of, Wemmick, is the poor owner of the property.”","Great Expectations"
"","Great Expectations"
"“Yes, to be sure,” said Wemmick. “Of course, there can be no objection","Great Expectations"
"to your being sorry for him, and I’d put down a five-pound note myself","Great Expectations"
"to get him out of it. But what I look at is this. The late Compeyson","Great Expectations"
"having been beforehand with him in intelligence of his return, and","Great Expectations"
"being so determined to bring him to book, I do not think he could have","Great Expectations"
"been saved. Whereas, the portable property certainly could have been","Great Expectations"
"saved. That’s the difference between the property and the owner, don’t","Great Expectations"
"you see?”","Great Expectations"
"","Great Expectations"
"I invited Wemmick to come upstairs, and refresh himself with a glass of","Great Expectations"
"grog before walking to Walworth. He accepted the invitation. While he","Great Expectations"
"was drinking his moderate allowance, he said, with nothing to lead up","Great Expectations"
"to it, and after having appeared rather fidgety,—","Great Expectations"
"","Great Expectations"
"“What do you think of my meaning to take a holiday on Monday, Mr. Pip?”","Great Expectations"
"","Great Expectations"
"“Why, I suppose you have not done such a thing these twelve months.”","Great Expectations"
"","Great Expectations"
"“These twelve years, more likely,” said Wemmick. “Yes. I’m going to","Great Expectations"
"take a holiday. More than that; I’m going to take a walk. More than","Great Expectations"
"that; I’m going to ask you to take a walk with me.”","Great Expectations"
"","Great Expectations"
"I was about to excuse myself, as being but a bad companion just then,","Great Expectations"
"when Wemmick anticipated me.","Great Expectations"
"","Great Expectations"
"“I know your engagements,” said he, “and I know you are out of sorts,","Great Expectations"
"Mr. Pip. But if you _could_ oblige me, I should take it as a kindness.","Great Expectations"
"It ain’t a long walk, and it’s an early one. Say it might occupy you","Great Expectations"
"(including breakfast on the walk) from eight to twelve. Couldn’t you","Great Expectations"
"stretch a point and manage it?”","Great Expectations"
"","Great Expectations"
"He had done so much for me at various times, that this was very little","Great Expectations"
"to do for him. I said I could manage it,—would manage it,—and he was so","Great Expectations"
"very much pleased by my acquiescence, that I was pleased too. At his","Great Expectations"
"particular request, I appointed to call for him at the Castle at half","Great Expectations"
"past eight on Monday morning, and so we parted for the time.","Great Expectations"
"","Great Expectations"
"Punctual to my appointment, I rang at the Castle gate on the Monday","Great Expectations"
"morning, and was received by Wemmick himself, who struck me as looking","Great Expectations"
"tighter than usual, and having a sleeker hat on. Within, there were two","Great Expectations"
"glasses of rum and milk prepared, and two biscuits. The Aged must have","Great Expectations"
"been stirring with the lark, for, glancing into the perspective of his","Great Expectations"
"bedroom, I observed that his bed was empty.","Great Expectations"
"","Great Expectations"
"When we had fortified ourselves with the rum and milk and biscuits, and","Great Expectations"
"were going out for the walk with that training preparation on us, I was","Great Expectations"
"considerably surprised to see Wemmick take up a fishing-rod, and put it","Great Expectations"
"over his shoulder. “Why, we are not going fishing!” said I. “No,”","Great Expectations"
"returned Wemmick, “but I like to walk with one.”","Great Expectations"
"","Great Expectations"
"I thought this odd; however, I said nothing, and we set off. We went","Great Expectations"
"towards Camberwell Green, and when we were thereabouts, Wemmick said","Great Expectations"
"suddenly,—","Great Expectations"
"","Great Expectations"
"“Halloa! Here’s a church!”","Great Expectations"
"","Great Expectations"
"There was nothing very surprising in that; but again, I was rather","Great Expectations"
"surprised, when he said, as if he were animated by a brilliant idea,—","Great Expectations"
"","Great Expectations"
"“Let’s go in!”","Great Expectations"
"","Great Expectations"
"We went in, Wemmick leaving his fishing-rod in the porch, and looked","Great Expectations"
"all round. In the mean time, Wemmick was diving into his coat-pockets,","Great Expectations"
"and getting something out of paper there.","Great Expectations"
"","Great Expectations"
"“Halloa!” said he. “Here’s a couple of pair of gloves! Let’s put ’em","Great Expectations"
"on!”","Great Expectations"
"","Great Expectations"
"As the gloves were white kid gloves, and as the post-office was widened","Great Expectations"
"to its utmost extent, I now began to have my strong suspicions. They","Great Expectations"
"were strengthened into certainty when I beheld the Aged enter at a side","Great Expectations"
"door, escorting a lady.","Great Expectations"
"","Great Expectations"
"“Halloa!” said Wemmick. “Here’s Miss Skiffins! Let’s have a wedding.”","Great Expectations"
"","Great Expectations"
"That discreet damsel was attired as usual, except that she was now","Great Expectations"
"engaged in substituting for her green kid gloves a pair of white. The","Great Expectations"
"Aged was likewise occupied in preparing a similar sacrifice for the","Great Expectations"
